Location,Filename,AQI,AQI_Class
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-491.jpg,51,b_Moderate
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-171.jpg,68,b_Moderate
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4921.jpg,230,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-23-11.00-1-66.jpg,130,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-49.jpg,101,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-69.jpg,293,e_Very_Unhealthy
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-168.jpg,281,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-21-08.30-3-61.jpg,29,a_Good
Mumbai,MH_UN_2023-03-12-13.00-1-92.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-24.jpg,91,b_Moderate
Tamil Nadu,TN_UNH_2023-02-03-13.30-1-40.jpg,167,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-21-08.30-3-116.jpg,29,a_Good
Mumbai,MH_UnFSG_2023-03-18-11.00-1-8.jpg,114,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-03-21-08.30-1-1.jpg,27,a_Good
Bengaluru,BENGR_Good_2023-02-28-08.30-1-226.jpg,37,a_Good
Bengaluru,BENGR_Good_2023-02-26-08.30-1-141.jpg,48,a_Good
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-5.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-6.jpg,331,f_Severe
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-17.jpg,281,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-71.jpg,293,e_Very_Unhealthy
Mumbai,MH_UN_2023-03-12-13.00-1-99.jpg,156,d_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-1-56.jpg,121,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BRI_Un_2023-02-09-08.00-16.jpg,171,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-1-23.jpg,268,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-376.jpg,73,b_Moderate
Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-33.jpg,103,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-141.jpg,299,e_Very_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2-206.jpg,119,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-18.jpg,111,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-02-15-10.30-1-68.jpg,143,c_Unhealthy_for_Sensitive_Groups
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-12.jpg,103,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-5.jpg,101,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-11.jpg,158,d_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-3-71.jpg,103,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-141.jpg,106,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-56.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-426.jpg,70,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-31.jpg,293,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-10-14.30-1-61.jpg,160,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-21-08.30-1-66.jpg,29,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-3-46.jpg,163,d_Unhealthy
Bengaluru,BENGR_Good_2023-02-19-08.30-1-26.jpg,41,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-7.jpg,158,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-67.jpg,372,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-18.jpg,158,d_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-01-08.30-1-106.jpg,111,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-40.jpg,320,f_Severe
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-52.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-22-11.00-1-407.jpg,49,a_Good
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-256.jpg,51,b_Moderate
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-42.jpg,268,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-4-43.jpg,91,b_Moderate
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-101.jpg,133,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-14-11.30-1-36.jpg,160,d_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-15-14.30-1-26.jpg,103,c_Unhealthy_for_Sensitive_Groups
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-1-34.jpg,63,b_Moderate
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-133.jpg,199,d_Unhealthy
Mumbai,MH_UH_2023-02-03- 09.30-1-36.jpg,162,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-2-216.jpg,43,a_Good
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-14.30-1-102.jpg,331,f_Severe
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-7.jpg,101,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UH_2023-02-11-03.30-1-25.jpg,154,d_Unhealthy
Mumbai,MH_UnFSG_2023-02-23-11.00-1-221.jpg,130,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-421.jpg,53,b_Moderate
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-2-36.jpg,154,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-27.jpg,163,d_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-173.jpg,299,e_Very_Unhealthy
Mumbai,MH_UnFSG_2023-02-17-13.00-2-8.jpg,140,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-14.jpg,91,b_Moderate
Mumbai,MH_Good_2023-03-23-17.00-1-435.jpg,47,a_Good
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-96.jpg,51,b_Moderate
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-113.jpg,281,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-253.jpg,223,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-457.jpg,104,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-22-09.30-3-1.jpg,36,a_Good
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-211.jpg,450,f_Severe
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-41.jpg,158,d_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-3-3.jpg,156,d_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-291.jpg,121,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-3-50.jpg,91,b_Moderate
Mumbai,MH_UnFSG_2023-03-08-11.00-1-161.jpg,124,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-22-18.00-2.jpg,47,a_Good
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-421.jpg,199,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-160.jpg,293,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-78.jpg,53,b_Moderate
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-4-62.jpg,91,b_Moderate
Bengaluru,BENGR_Good_2023-02-26-08.30-1-21.jpg,48,a_Good
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-416.jpg,51,b_Moderate
Tamil Nadu,TN_Good_2023-02-20-16.30-2-201.jpg,43,a_Good
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-259.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-02-26-08.30-1-436.jpg,48,a_Good
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-25.jpg,179,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-40.jpg,293,e_Very_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2.jpg,119,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-446.jpg,68,b_Moderate
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-151.jpg,68,b_Moderate
"Knowledge park, Greater Noida",UP_SEV_2023-02-19-14.30-1-4.jpg,357,f_Severe
Mumbai,MH_UnFSG_2023-03-08-11.00-1-241.jpg,124,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-24-08.30-1-221.jpg,68,b_Moderate
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-49.jpg,281,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-1-111.jpg,43,a_Good
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-321.jpg,223,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-11.jpg,91,b_Moderate
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3129.jpg,230,e_Very_Unhealthy
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-26.jpg,105,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-49.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-76.jpg,320,f_Severe
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-100.jpg,281,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-10-14.30-1-88.jpg,160,d_Unhealthy
Tamil Nadu,TN_UN_2023-03-11-08.00-1-196.jpg,152,d_Unhealthy
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-74.jpg,101,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-22-11.00-1-71.jpg,49,a_Good
Tamil Nadu,TN_UN_2023-03-06-09.00-1-161.jpg,161,d_Unhealthy
Bengaluru,BENGR_Good_2023-02-26-08.30-1-406.jpg,48,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-3-45.jpg,163,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-166.jpg,68,b_Moderate
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-109.jpg,281,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-153.jpg,199,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-239.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-241.jpg,73,b_Moderate
Tamil Nadu,TN_Good_2023-02-22-09.30-3-11.jpg,36,a_Good
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-24.jpg,449,f_Severe
Mumbai,MH_UnFSG_2023-02-17-19.00-2-18.jpg,145,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UN_2023-03-02-08.00-1-66.jpg,156,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-96.jpg,363,f_Severe
Bengaluru,BENGR_Good_2023-02-27-08.30-1-86.jpg,47,a_Good
Mumbai,MH_UnFSG_2023-02-17-13.00-2-64.jpg,140,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-201.jpg,363,f_Severe
Tamil Nadu,TN_Good_2023-02-23-08.30-1-1.jpg,43,a_Good
Mumbai,MH_UnFSG_2023-02-17-19.00-2-19.jpg,145,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-2-78.jpg,154,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-60.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-7.jpg,111,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-50.jpg,158,d_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-48.jpg,111,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-21-08.30-2-116.jpg,29,a_Good
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-416.jpg,106,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-16.jpg,363,f_Severe
Tamil Nadu,TN_UHFSG_2023-02-02- 09.00-2-13.jpg,107,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-70.jpg,293,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-745.jpg,223,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-78.jpg,293,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-22.jpg,293,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-4.jpg,331,f_Severe
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-173.jpg,281,e_Very_Unhealthy
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-73.jpg,63,b_Moderate
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-133.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-441.jpg,106,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-267.jpg,154,d_Unhealthy
Mumbai,MH_UH_2023-02-11-03.30-2-24.jpg,154,d_Unhealthy
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-306.jpg,70,b_Moderate
Tamil Nadu,TN_UnFSG_2023-03-03-09.00-1-166.jpg,121,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Mod_2023-03-21-15.00-1-498.jpg,92,b_Moderate
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1913.jpg,230,e_Very_Unhealthy
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-171.jpg,106,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-681.jpg,450,f_Severe
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-53.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-162.jpg,53,b_Moderate
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-4-64.jpg,91,b_Moderate
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-66.jpg,121,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-62.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UN_2023-03-02-08.00-1-31.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-50.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-3-46.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-5.jpg,154,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-26.jpg,91,b_Moderate
Mumbai,MH_UH_2023-02-10-14.30-1-86.jpg,160,d_Unhealthy
Tamil Nadu,TN_UnFSG_2023-03-08-08.30-1-166.jpg,121,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UN_2023-03-06-09.00-1-216.jpg,161,d_Unhealthy
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-233.jpg,199,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-2-33.jpg,268,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-246.jpg,154,d_Unhealthy
Mumbai,MH_UnFSG_2023-03-08-11.00-5.jpg,124,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Good_2023-02-26-08.30-1-421.jpg,48,a_Good
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-11.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-69.jpg,293,e_Very_Unhealthy
Mumbai,MH_VUN_2023-02-25-10.00-1-96.jpg,206,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-18-11.00-1-53.jpg,151,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-109.jpg,330,f_Severe
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-23.jpg,105,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-1.jpg,245,e_Very_Unhealthy
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-486.jpg,106,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_Good_2023-02-27-16.30-1-11.jpg,43,a_Good
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-39.jpg,150,d_Unhealthy
Bengaluru,BENGR_Good_2023-03-17-08.30-1-127.jpg,15,a_Good
Bengaluru,BENGR_Good_2023-03-17-08.30-1-407.jpg,15,a_Good
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4057.jpg,230,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-65.jpg,268,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-02- 09.30-1-35.jpg,182,d_Unhealthy
Mumbai,MH_UH_2023-02-11-03.30-2-9.jpg,154,d_Unhealthy
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-29.jpg,281,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-41.jpg,141,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-1441.jpg,230,e_Very_Unhealthy
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-221.jpg,73,b_Moderate
Mumbai,MH_VUN_2023-02-24-15.00-5.jpg,202,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-18-11.00-1-64.jpg,151,d_Unhealthy
Mumbai,MH_UH_2023-02-18-11.00-1-36.jpg,151,d_Unhealthy
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-1-43.jpg,154,d_Unhealthy
Bengaluru,BENGR_Good_2023-02-27-08.30-1-321.jpg,47,a_Good
Tamil Nadu,TN_Good_2023-02-22-09.30-1-136.jpg,36,a_Good
Tamil Nadu,TN_Good_2023-02-22-09.30-2-191.jpg,36,a_Good
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-2-66.jpg,163,d_Unhealthy
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-1-27.jpg,63,b_Moderate
Mumbai,MH_UH_2023-02-03- 09.30-1-61.jpg,162,d_Unhealthy
Tamil Nadu,TN_Good_2023-02-22-09.30-1-161.jpg,36,a_Good
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-265.jpg,199,d_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-425.jpg,223,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-23-08.30-1-31.jpg,43,a_Good
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-561.jpg,71,b_Moderate
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-16.jpg,71,b_Moderate
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-505.jpg,223,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-82.jpg,141,c_Unhealthy_for_Sensitive_Groups
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-673.jpg,230,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-25.jpg,330,f_Severe
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-26.jpg,91,b_Moderate
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-176.jpg,56,b_Moderate
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-66.jpg,450,f_Severe
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-33.jpg,104,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-4-64.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-3-35.jpg,91,b_Moderate
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-79.jpg,281,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-65.jpg,141,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-536.jpg,363,f_Severe
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-119.jpg,245,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-25.jpg,199,d_Unhealthy
Tamil Nadu,TN_Good_2023-03-21-08.30-2-9.jpg,27,a_Good
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-256.jpg,70,b_Moderate
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-246.jpg,71,b_Moderate
Tamil Nadu,TN_UN_2023-03-11-08.00-1-186.jpg,152,d_Unhealthy
Mumbai,MH_UnFSG_2023-03-08-11.00-1-346.jpg,124,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_VUN_2023-02-25-10.00-1-126.jpg,206,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-2-1.jpg,450,f_Severe
Tamil Nadu,TN_UHFSG_2023-02-10-08.30-1-1.jpg,105,c_Unhealthy_for_Sensitive_Groups
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-17.jpg,63,b_Moderate
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-4713.jpg,230,e_Very_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-76.jpg,293,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-44.jpg,158,d_Unhealthy
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-405.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_Good_2023-03-22-11.00-1-274.jpg,49,a_Good
Mumbai,MH_UnFSG_2023-02-17-13.00-2-32.jpg,140,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-02-23-08.30-1-181.jpg,97,b_Moderate
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-39.jpg,101,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-40.jpg,141,c_Unhealthy_for_Sensitive_Groups
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-5.jpg,223,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-02-22-09.00-1.jpg,232,e_Very_Unhealthy
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-1-29.jpg,103,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_UnFSG_2023-03-10-16.00-1-251.jpg,141,c_Unhealthy_for_Sensitive_Groups
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2-11.jpg,119,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-28.jpg,141,c_Unhealthy_for_Sensitive_Groups
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-31.jpg,51,b_Moderate
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-2-88.jpg,158,d_Unhealthy
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-47.jpg,111,c_Unhealthy_for_Sensitive_Groups
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-103.jpg,293,e_Very_Unhealthy
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3769.jpg,230,e_Very_Unhealthy
Bengaluru,BENGR_Good_2023-02-28-08.30-1-111.jpg,37,a_Good
Tamil Nadu,TN_MOD_2023-02-09-08.30-2-21.jpg,78,b_Moderate
Mumbai,MH_UnFSG_2023-03-10-16.00-1-1.jpg,141,c_Unhealthy_for_Sensitive_Groups
Mumbai,MH_VUN_2023-03-05-08.30-2-336.jpg,284,e_Very_Unhealthy
Tamil Nadu,TN_Good_2023-02-22-09.30-2-81.jpg,36,a_Good
Mumbai,MH_Mod_2023-03-21-15.00-1-78.jpg,92,b_Moderate
Mumbai,MH_UH_2023-02-10-14.30-1-107.jpg,160,d_Unhealthy
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-249.jpg,245,e_Very_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-131.jpg,363,f_Severe
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-74.jpg,245,e_Very_Unhealthy
Mumbai,MH_UH_2023-02-14-11.30-1-22.jpg,160,d_Unhealthy
Mumbai,MH_UN_2023-03-12-13.00-1-281.jpg,156,d_Unhealthy
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-24.jpg,91,b_Moderate
Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-57.jpg,111,c_Unhealthy_for_Sensitive_Groups
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 1700-2-36.jpg,156,d_Unhealthy
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-1-47.jpg,449,f_Severe
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-257.jpg,230,e_Very_Unhealthy
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-701.jpg,223,e_Very_Unhealthy
Mumbai,MH_VUN_2023-02-25-10.00-1-216.jpg,206,e_Very_Unhealthy
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-1-14.jpg,158,d_Unhealthy
